label,review
0,辣酱面都驼了，重点是餐盒收费还是烂的，所有汁都漏在袋子里，难吃没下次了再见
0,餐厅不给送餐，付完款了告诉没看见，再说不认识地址，明明过马路就到，协商后还是不给送，服务差，最后是百度物流送的餐
1,很感谢赵小哥，不到半小时就送到了，这么大风的天气，很辛苦。
1,环境还可以，就是空调太差，没什么温度。热水器没法说了，洗一半热水就没了，后面烧2个小时水都不热，换了房间还是如此，烧了一整夜第二天早上才有澡洗，我想我不会再去那了。
0,没勺子没法喝粥
0,之前送的很快，今天不知道为什么特别慢，送餐的还不认识路，就在他家馆子门口……
1,上次出差住了，主动免费升级了家庭套房，很不错，就是电脑太慢，系统也很老，不好使，有室外游泳池，不错的，出脚也方便，走几分钟路程就到狮子桥美食街，地铁站也很方便！就是房价太贵，三楼的餐厅也不错，价格也蛮贵的。
0,"什么送餐速度，你么13：32订餐，14：36还没送来，打电话问人家答复还让再等半个小时送来，这你么也太霸王了吧，虽然就点一份也不能用这种服务态度对待，就算是免费得外送,人家都是第一时间响应，服务态度实在不敢恭维！！！"
1,我吃出来一个钢丝球上的一个丝
0,"3块钱的米饭不满四分之一盒,还是陈米做的,想钱想疯了吧,其他菜无力吐槽"
1,酒店房间算不错，大床很舒适。晚上睡的很香，酒店环境不到四星标准，但又比三星高。地点很好，价钱适中。
0,以后再定是孙子
0,味道可以。
1,房间大，装修好，服务佳。。。就房间而言，不逊于5星还会来住
0,我订的是商务大床房，给我的房间是8418房，床是挺大的，但是房间太小了，基本上是进屋就上床了，连椅子都放不开，但是有个看不到海景的大阳台，不知道是怎么设计的，估计这房应该是个单人房改的。如家的电视节目有马赛克，给前台打电话，他们说叫工程师来看看，结果过了几分钟来了个拿对讲机的大婶，告诉我们是信号的原因，所有房间的节目都这样，要到晚上才能好，我们想那就算了，可是过会和我们同行来的另一个房间的朋友说他们的电视信号一直很好，气死了，如家竟然这样骗顾客，给前台打电话，又改口说是部分房间的信号是这样。晚上8点多的时候信号好了，但是第二天依然还是有马赛克，到了晚上也没好。住了三晚，拖鞋一直没给换，都破了。第三天蚊香片没给换。房间内的饮水机有很浓的84消毒水味，根本没法喝，自己到家乐福买的桶装水。只有一个床头灯，而且接触不良，不打它不亮。建议以后入住这家的顾客不要住这个带阳台的房间，没有阳台的房间还是很大的。补充点评2008年6月23日：忘了说了，地址位置还算不错，公交车挺多，出去玩的话先去看看公交车的路线吧，不过车开的也很慢，我们坐了一辆从石老人始发的车回如家，结果那车最高时速才40迈，一点不夸张。步行去八大关也很近，也可步行去二浴，就是它的大门不是对着香港西路，有时出租车会估计要几个圈子才开到（青岛的出租司机良心大大的坏了，宁可被全国人民骂也要坑那几块钱)
0,送餐员极其粗鲁，没礼貌，差评
1,地理位置优越，服务员态度也相当不错。值得推荐。
1,非常快，态度好。
1,"大下雨天送来的,辛苦了"
0,凉皮没放盐，一点味道都没有，不满意的一次外卖
0,酒店设施起码有十年使用时间了，而且维护欠佳，走进房间，一股发霉的味道扑鼻而来，地毯上污迹斑斑；走廊里的木制衣帽柜，柜门无法正常关闭，打开柜门霉味更浓，衣帽柜上面还有一个关不上的小柜门，打开后，发现里面是管道和蜘蛛网、以及厚厚的尘土。床和控制台中间的空地上居然还留有上次住过的客人留下的空饮料瓶，卫生间的毛巾上居然还有几根头发……真不能相信这就是电话预定员眼中的“网友评价较高”、“三星酒店”。今后如果再遇到上网条件不便又急于订酒店的情况，我绝对不会贸然做出电话订房的风险举动！
1,包装好，味道也不错，就是粥有点凉，但卷饼太好吃了！
0,"味道一般,还好"
1,"酒店整体环境可以,周围挨近火车站,晚上比较吵.酒店早餐写着7-9点,我们7点10分下来时,有好多菜还是冷的,准备工作没做好.不过该酒店在缙云算最好了"
1,酒店环境还可以，距离公交车站比较近，出行方便。一般的服务员很和气会主动向你问好，倒是看着象管理人员的从不见打招呼。比较郁闷的是，有一天服务员因为拿走了一筒快过期的冰箱里的饮料，没有交接清楚，下一班的人员误会是我们喝掉了。还有我预定的4天的房，结果到第三天上午房卡就被停掉了，害我从沙滩返回时只好先到大厅重新办理。早餐去的比较晚时感觉他们餐桌收拾的很慢，好像服务员不够用似的，看着将近7、8个没人坐的桌子却都有一摞待收拾的餐盘，没办法告诉服务员后半天才来收拾
0,一到晚上生意就非常的好，这么破的酒店还能吸引人的原因是因为价格还算便宜。
0,还可以吧。吃着也就那样。粥不错，挺好喝
1,就没送果汁，已跟送餐员说了
0,饭太少。。
0,酒店房间没有桌子第一次遇到竟然还有蜘蛛吓了我一跳房间设备比较老
0,两个小时才送到！
1,温州人开的酒店，就是这副样子。总的来说还好，就是档次上不去。顶楼的餐厅不错，台塑牛扒很好。
1,去香港的主要原因就是为了购物，住这家酒店令我最满意的就它的地理位置非常的方便（尤其是带宝宝旅游的妈妈），你不会因为宝宝太小走不了多少路而困惑，因为这家酒店就位于香港最繁华的海港城中，不管是硬件还是软件绝对符合四星的标准，尤其是床非常大很舒服。出了酒店的门就是令郎满目各种品牌的商品，会让你有足不出户的感觉，因为你就住在商场里，里面吃饭购物非常方便。如果你的宝宝累了或者买的东西太多你可以马上就回到酒店，稍作休息，真的非常方便！！
0,太慢了，也不好吃，除非几点送来都无所谓，要不就别定了
0,"房间隔音极差,邻房说话声音清晰可闻,任何杂音清晰入耳,提供的设施品质极差,电熨斗品质不佳还得要客户买单,劝大家别用,空调三催四请才打开,房间闷热无比却要求开窗通风,从没见过如此服务品质,值班经理躲在暗地里不敢面对客户,笑掉人大牙了!以后去成都绝不光临此店."
0,味道跟店里吃的完全不是一个样啊，送餐太慢，汤也凉了
0,送餐员态度非常不好，自己找不到态度也很不好，两份米线一双筷子
0,快递大哥还是很好的，速度挺快的，至于米线嘛，提起来都是眼泪，不仅份量少，一点也不好吃，还不如煮点方便面呢
0,"反居然给我们送丢了,让我们等了两个多小时，简直了！"
0,难吃，花点心思在菜品质量上吧，否则。。。。
1,酒店的设施还是不错的，大堂的布置的比较气派有气氛，房间虽不算很豪华但各种设施很齐全。但可气的是原来看到订酒店有送１００元的餐饮消费券，但你不问就没有得送，因为有这项优惠，我们就去西餐厅夜宵，消费了近３００多元（东西超贵的）．而且走的时候，也没在系统上显示出来，有个大姐级的人物还斩钉截铁的地说自己是大堂经理，从来没有不知道这项，搞得好象是我在无理取闹一样。结果还是在我坚定的要求下，才去咨询其他人员，其他很多人都知道是有的，最后才免了１００元，浪费了我好多时间。
0,不给筷子用手吃啊？？？
0,"等了一个半小时餐送错,菜已经凉了"
0,都拌好了，量少，配菜少，基本就是米饭和酱，酱多了，辣
0,十一点下单，一点才送到，菜量超级少，味道还好。
1,不错，方便，挺好吃的
1,整体来说房间是不错的，住的是湖景B，周末竟然要将近1000元一晚。。。还好整个房间是完全面湖的。。。今天一看平时的房子只要500多。。。出血阿~~餐厅的服务不错，前台就真得不怎么样，前台的素质绝对需要提高~还有鄙视一下竟然湖景房都没有大床，逼着你订套房~
1,太快了，你是飞过来送餐的吧…
0,这菜我也是醉了！不管是订的还是送的！难吃到这样~我也是头一次见
1,送餐及时，味道不错～～优惠了好多～
0,好吃是好吃！10点定的11点半送餐！最后都13点了才吃上！真是够了！可是挺好吃的！量还算不错！
0,问题：1.开始给的房间有很重的味道，后来调整了之后又是在空调排风的附近，噪声很大，第三次才换到还过得去的房间；2.服务业不专业，态度冷淡；3.早餐在上岛，品种很少。优点就是价格还算是便宜，在华侨城附近400多点的价格还真是难找到比较合适的地方。
1,"东西好好吃,就是速度好慢,说是十一点多送到,结果十二点多才送到"
0,一开始住在7楼，正对2个工地，本来想市区施工到10点也就停工了，可苦苦等到0点不见停，巨大的桩机声响搞得无法入睡，玩了一天累啊！后来叫总台换房间，总台居然说只有标准房了，我爱人和宝宝挤一个单人床，一晚没睡好，酒店还不肯退差价。
0,敢送餐具吗？敢送餐具吗？用手抓着吃吗？我还问了是不是齐全了，硬气的回答我齐全了。不给餐巾纸不说什么，不给勺也不说什么，中国人都使用的筷子呢？我们是在中国好吗？！顿时无语…
0,太慢了，用了2个多小时才送到！
0,时间长了，筷子也没给
1,房间很干净，打开窗口就能看见三塔，嘿嘿，连门票都省了。出门开车五分钟就能到沧海高尔夫，实在方便。美中不足，出门的时候朋友把手机丢在了床上（非常确定一定以及肯定），离开大理半小时想起来，连忙打电话过去，没想到手机被人挂掉了，再打就关机了。打电话到酒店，总台和服务员分别肯定地告诉我没看见，哎，只好自认倒霉喽。
1,师傅很好，服务很热情！
0,下单2个多小时没看见咖啡，最后告知咖啡送到楼下全撒了！上楼退钱给你，百度外卖你是怎么了？！
0,"我是头一次到九寨沟,通过携程预先订了格桑.去到后发现自己被误导了,这个酒店较旧,感觉很脏,服务一般.旁边有很多酒店,没进去,但感觉比格桑要好.下次去,首选是不住格桑了,挑其他的试试."
1,"热水系统及浴室排水系统比较糟糕,水冷热很难调节,不是太冷就是过烫,洗完澡浴室就是一地的水.其他还可以,地理位置很不错,相对房价比较吸引人"
0,披萨萧了点
1,"1.地理位置不错2.周围设施商圈热闹方便3.酒店比较旧,应该改造了4.服务态度不错"
1,"态度很好,地址填错了还是给我跑了一趟,没有表现出不愿意的样子,为了这个快递员,我写了评论"
0,"咖啡没有喝,拿错怎么喝"
1,很快味道很好
0,6月26日予定7月2日入住的房间1、6月27日得到确认。2、7月2日早上来电说给我们房间升级。3、办理入住，却把我们放到了离开海边很远的天津工人疗养院，曰：有会议，没有房间，周围事工地、房间霉味严重、离海500米。原来这就是升级！3、很官僚的机关作风。以上就是经历。
1,"设施虽稍陈旧一些,但良好的服务给人温暖.酒店所处地理位置和环境极好.对年龄较大的个人旅游者而言,入住该酒店不失为较佳选择."
0,酸辣粉还好！凉皮一股发霉的味道，没吃，再也不买他家的了！
0,没有年前分量多，在走下坡路
0,5555比以前的肉肉少了好多
0,"当时住的时候火车站还没有搬回来，本来想离火车站近点的,谁想那段时间用的临时火车站,反倒远了。半夜2点入住,前台一个男的,爱搭不理的,后来来了个女的还不错,可能他们也困了吧。前台不大.那个时候在修路.而且从临时火车站到酒店的出租车还绕路，我明知道他绕路,心象就让他绕去吧，知道他什么德行就算了，如果把我扔在半路,2点那真是有钱都没用了。最后多绕了不到5块钱(何苦呢!^%)到了房间，发现可能是火车站不用生意不好，房间没有人用，太多尘土了，到处都是网络还有病毒.最受不了的,是前台的态度.退了房想寄存.说奥运期间不能存,好了，那就接受吧。可是这个时候来了个人，要寄存,他们就给他存了.我就问为什么我就不能存他能存,他们还很横的和我说他没有退房(然后那个男的纠正说他退了房了).我就和她们争,最后她们也给我存了，不知道他们是怎么培训的，还和客人吵架~~~~~~"
0,"是要放假了吗？吃了很多次这次最糟糕,送货慢,派软塌塌直接没法吃,丢掉了。披萨皮全是汤泡软了,没食欲。老板这样可掉粉了"
0,土豆肉丝并没有看到肉丝。。。
1,"酒店硬件一般,这么偏远的地方有这样也不错了.不过环境太棒了.海拔830米,凉快.有个大游泳池,水山泉水的,有些凉.不过自然啊,没有消毒剂..山下319国道到茶园15分钟车程..茶园餐厅手艺不错,价格也不算贵房间有小阳台,外面就是茫茫的森林..感觉太好了..避暑渡假的好去处..最好住顶楼四楼,视野绝佳..不小心说太多了,搞得自己象个托似的..哈哈...."
1,挺好，我个人喜欢更瘦一点的，不过肘子确实就这样
0,单人间太小了，居然要350元/天，杀猪呀！
1,一家不错的特色度假酒店，到处充满的茶文化，什么茶壶，茶经琳琅满目，估计现在是旅游的旺季，前两个星期就开始预订酒店了。但周末一直被告知订满了，也不知道是真是假，终于搞订。周末带着老婆出发。刚进酒店才就发现酒店生意真的是很好，总台办理入住的人太多，等了好久才轮到，在总台办理入住时，总台的服务员很热情，态度也不错。后被告知之酒店现在周末预订的话最好是提前二周时间预订。终于入住房间。房间不是很大，但是个大床间，床是大的可以了，估计有二米，卫生间小了一点，但配置还是蛮全的。房间整体还是很整洁的舒适的，茶几上还有水果，这到是个惊喜。看了房间里的说明才了解，陆羽山庄是中国首家以茶文化为主题的度假酒店。怪不得连房间里也布置了茶壶呢。下午去酒店边上的双溪漂流玩了一下，还不错就是人多的可以。回酒店后去了游泳池，酒店的泳池真是的不错。是室内外的，边上的环境也不错身边到处是绿色的世界，游完泳又玩了酒店的沙弧球、台球，没想到酒店不大康乐配备还是挺全的。晚上准备用餐，走过大堂，遇见酒店早上办理入住的大堂副理，听说我们要去用餐了，介绍酒店的中餐特色是以土菜新做，而且也是很实惠的。看在酒店服务这么殷切的份上和老婆商量去试一下。到餐厅后，发现餐厅是以陆羽的名字命名的，菜肴很有特色，服务员介绍了，小溪渔，特色鸭口味都不错。后来我和老婆两个人吃了一百五十元不到，便宜的让人不相信这是在五星级的酒店用餐。吃过晚饭，和老婆在酒店的外围逛了一圈，才发现中午来的时候的那股热浪早已被山间的绿色消耗殆尽，凉风吹来很是舒服。酒店的外围是以别墅形式的客房，询问后得知酒店别墅有六个房间，下次决定带朋友们一起来度个假。享受一下别墅生活，好好奢侈一把。
1,宾馆比较冷清，大概是五一假期变短的原故。酒店设施比较老旧，但据说在没有悦华前，这也是相当上档次的宾馆。我订的标间，卫生间比较小，房间内有专门供客人自已泡茶的茶桌及茶具，但有茶垢。环境很不错，空气很清新，住宿是在后楼，感觉很清静，只是飞机场距度假区很近，飞机来时噪音较大，总体说来还满意。武夷山的水不太容易洗东西，肥皂不易冲掉，很费劲。
1,总的来说比想象的好，房间比较新，宽带速度还行，交通也方便，去火车站可在门口乘1路11路车。离宁夏有名的小吃国强手抓仅2站路，步行即可，乘1路车去也很方便，打车起步即到。旁边的青青商务酒店楼下有宁夏特产的小超市，感觉商品比较真，我和同事各买了几斤枸杞，挺好的。不足的是进入酒店就能闻到羊膻味，带机顶盒的电视很难操作，隔音不好。
1,吃的很好，味道不错。但是第一个配送员实在太差了，比我预定的时间早到了一个小时，我不在家没法领取，对方居然态度恶劣，还挂了电话
1,定的商务大床房，房间偏小了，不过经济性酒店也就这样；环境一般，周围感觉蛮乱的，不过旁边有个易初莲花超市，买东西很方便；服务相对另2个经济型酒店算最好
0,房间非常糟糕，零乱不堪，弥漫一阵腐霉气味，家具极其陈旧，地毯脏臭，冷热水不能调，龙头漏水，灯罩不翼而飞，不可想象居然还挂着三星的标志。有些酒店虽然营业时间久远，但维护得好，仍然可以入住。但此酒店简直象无人管理一样，破败不堪，非人可住的，与网站介绍完全不是一回事情。希望携程把好协议酒店的关，不能让此类酒店误导客户。
1,很好送货大哥
1,总的来说，酒店还不错。比较安静，地理位置比较好，服务也不错，包括入住和结账。不太好的地方，7点早餐才开始，时间有点晚，第一天急着办事情。第二天8点去吃的时候，剩下的都凉了，没有添新的，有点没吃饱。
1,卷饼真心好吃啊！！粥和小菜也很好，送餐及时～包装严实整洁～～百度外卖免运费再减8元很给力啊！
1,服务和早餐都超好对小孩也特别照顾早餐时特别关心房间环境也不错值得推荐
1,"没有想象中好吃,没味道,可能,鱼香好吃点"
0,慢就一个字，饭菜全凉了，所谓的粗粮饭就是白米饭里插了半拉玉没有下次了。米。
0,饺子皮太硬，有种没熟的感觉；厥根粉太甜；干煸四季豆放了那么多辣椒，一点辣味都没有；尖叫豆皮太咸，真是很不满意。
0,超过39元必胜客就免运费了，配送也是宅急送，可是通过百度下单还要收9元运费，差评
0,点的卷饼和粥，就送了卷饼，没粥，快递说问店铺，打店铺电话还关机！就这效率和服务，怎么做生意的…
1,服务不错，服务员态度也很友善。最赞的是房间够大。。写字台的布局很好。交通也很方便，周围也很热闹，步行10分钟到中闽百汇顶楼的大排挡吃饭，很便宜。味道也不错。唯一不足就是早餐收得有点早。
1,我们入住的房间是三室一厅住房改造的，有两个大床和一个小床，两个卫生间和自助厨房，房间很大，适合一大家子人。缺点是酒店的位置不太好，既不靠海边，又不靠市中心。
1,房间有些小了，但还算不错。很奇怪的是没有床头？？？早餐还不错交通挺方便的，到市区比较远，不过乌鲁木齐打车也方便，才20多块，开了半个多小时
0,碰到最差的店铺！餐点不送上楼。蛋糕没有冰袋，收到已经软化。味道也很糟，丝绒杯用的还是植物奶油。服务差。味道也差…
0,一般，有点咸
0,"菜不错,送餐慢得可怕！"
0,"配送员态度好,但是买了四种馅混杂一起不好"
0,可能外卖的没现场吃好吃
0,做的太一般
1,"由于到店时间为凌晨1:00多，因此,估计房间比我预定的要升一个档次，很宽敞。而且早上可以看到外面的景色及鸟的叫声。不过早上是被鸟叫的声音吵醒的……室内有保险柜，感觉没太大用处；有冰箱，比较实用……早餐不好吃，不知道是多少钱的标准……"
0,两杯都漏掉一半了。。。
0,以前去香港都是住在尖沙咀的“九龙酒店”，印象十分好，除了房间小一些，交通是真的很方便！尖沙咀地铁站出来就是。这次去香港想着换一个地区酒店住住，因为比较喜欢SOGO，就想选择铜锣湾这一带的酒店。在携程上查看了大家的评价，又因为定的时候比较仓促，看重的“海景酒店”没有了，就选择了“港岛皇悦”。事实证明，这个酒店只要加钱一百多，是真的不行啊！一分价钱一分货~~~~checkin的时候，前台态度不好又动作慢，一开始只肯给大床房，因为我和我妈睡眠不好，就执意要标房，于是给了16层最里间的一个房间（1601），这个房间卫生间很有问题，花洒和台盆的下水道是坏的！花洒的问题是支架由于使用年代长久的问题已经松了，只要一放上去，花洒就会掉下来，所以洗澡的时候只能一个手拿着洗澡！而台盆的下水道塞子是不能人为控制的，只要一塞住就拿不出来，只能用小刀撬出来，我的一柄小水果刀也因此弄坏。要求换房，被告知没有标间，只有大床房，也不知是真是假；报维修也说一天两天修不好，只好做罢，将就使用。再来说说它的交通，离地铁站不近也不远，走走么6、7分钟，早上出门还精神抖擞，走走没问题，晚上回家逛得双脚酸痛，可就走不动了，想想还是尖沙咀九龙酒店好，地铁上面就是酒店。还有一点，就是到SOGO的距离，携程上写明是0.5公里，那天我和我妈愣是走了25分钟，半当中还吃不消在许留山歇了一歇，不然真不行了。最后再说说酒店的环境，网友们都评价这家酒店晚上很吵，一定要住高层，本来我看自己住16层，心想应该不要紧，谁知晚上还是吵，这是因为酒店门口的一条街到了晚上也算是酒吧一条街，还不是正宗的那些，隔几步就看到打扮“坦荡”的女人坐在酒吧门口，那些酒吧都有厚实的门帘，一直要吵到凌晨才会安静！虽然对这个酒店有诸多不满，但是它也有一个亮点，也要表扬一下：机场快线的免费穿梭巴士H1有一个站点就在“港岛皇悦”，所以来、去都很方便，等于下了机场快线就有专车直送。下次再去香港的话，我想我不会再挑选这个酒店了。
1,捡了个便宜，搞活动正好看见了，味道不错，量也大。
1,"我是10月20日一家人入住的,北京五日游,从门童,柜台接待,餐厅服务,卫生,都比较温馨,热情,礼貌,给人一种宾至如归之感.入住,结帐都很及时,速度很快.到北京各景点交通很方便.周围的景点步行10分钟到达的有梅"
1,我十一期间入住到瑞和园，先把最坏的缺点透露给驴友（免得还没看到最后就翻页了）：隔音效果极差！每间房窗外都是走廊，而且木制结构的房屋稍有动静就整个楼都在响！遇到没素质的客人，他们就在走廊大呼小叫不亦乐乎！服务员劝导多次也无济于事！或是半夜古城大部分商户关门，客人才回来，叮叮咣咣的上楼，关门，洗澡声吵的你必须等到别人可能都睡了才能入睡。一旦你先睡，半夜必被吵醒！半夜没被吵醒，第二天也会有起的早的人像千军万马一样冲出房门把你吵醒！！！在外旅游身体多有不适和变化，休息极为关键，正样才能保证第二天精神饱满而愉快的出行，反正我住了4天，天天都被吵的头疼！！！去之前以为那里很大，其实不然，就是主人自家的房子，用做宾馆就显的很小了（听服务员说瑞和园正在别处盖新房）。进入屋内不久，服务员就热情的送上一盘小点心和一壶开水，很是贴心～若是有饮水机就更好了！屋内不大但很干净，厕所有淋浴房显得上了层档次，但是洗澡时总调不到适宜的温度。。。。。。白天大家都出去玩，院子里倒是安静，行程安排不满的驴友可以静静的坐在院里，碰上老外还可以练练外语～～祝大家玩的开心吧：）
0,"大酱汤超级难喝，有股腐烂的味道=。=,感觉食材都好不新鲜啊,东西也不便宜。。。快递小哥人还是不错的,态度也挺好,其他炸鸡还凑合,米饭一般"
1,"房间内环境还是不错的,就是上网有点贵,12块一个小时,还有门口修路,门前环境不好"
0,比预定时间晚到了一小时又15分钟，送餐员说找不到地方，拿回去换人再送，不会打电话问吗？？？？？我们这里每天送很多餐，就你找不到，猪脑袋！以后再也不定了
1,房间很规整，也不像前面网友说的那么隔音不好，我住的是7楼标C，门脸儿很小但是都很安静的，周边交通很方便，打车到虹桥只要40多一点，20分钟就能到，而且打车到南京西路只要4公里，离火车站走路只要10分钟多点的样子，旁边就是汽车站，交通太方便，在上海住很多家旅店，这家价格和房间我最满意，以后一定还会入住！
1,4年前住过，我和德国同事都觉得很不错。今年我又选了豪门，还是觉得很好。自助餐品种丰富，房间宽敞大气，宽带速度很快。一个字：值！
0,不能送进校门呵呵。。。
0,"送餐很好,吃的一般"
0,"原来有牛肉-,-就是混土豆里太少了没看见。。"
1,感觉味道没有去实体店好吃
1,送餐速度非常快，服务态度非常好。
1,房间隔音不好，其他方面比较不错，不巧的是，我抵达当天正赶上哈市大批出租车休息，所以宾馆的地理位置好还是让我满意
0,迟到，到了以后告诉我黑椒牛柳没有了，只能换了个排骨的。送餐组织得很差。
0,味道一般，菜给的也太少了。。。水煮牛肉一盒，半盒的汤，肉贵，您把白菜什么给多点也行啊。。。白菜叶不舍得给，米饭还5块钱一碗！！这餐厅是要干黄的节奏嘛。。。
1,好吃又美味
0,……不想多说，你懂的
1,酒店的硬件和软件设施都可以．交通也方便．二楼的餐厅挺好吃的，不过价格不便宜．早餐也还还可以．
0,上一次送餐用了2小时，这一次倒是挺快的，但是全是凉的，尤其是大酱汤，基本常温了，餐盒特别软也不敢加热，就那样吃了，很不舒服，但是外送也不能要求太多吧
1,"房间还是不错的.至少在酒店式公寓里算是好的.前台不是很热情,毕竟是酒店式公寓,不是酒店,所受培训不是很够.酒店的ShuttleBus很方便,司机师傅也很热情,很好.推荐入住."
0,"让我评论是吧？先不说从哪个宇宙送来的不关心，就说说专业素养，素养！！明白吗？没那金刚钻别揽着瓷器活啊，送餐的小哥居然告诉我不是你们那的人，也不是百度的人，难道你们还有宇宙派来送餐的吗？你们标题应该改改，叫太刺激卷饼，袋子上居然写更健康更懂你，我觉得也应该改改，得胃病,吃卷饼"
1,入住了三天，真的不错，早餐很丰富，中西都有，特别是很受我们大城市人的喜爱．六楼的中餐就差了点，海鲜不多，且价格还是高了点，但观景桌只有４个少了点，晚去就坐不到了．茶餐厅的小吃还是可以，人气也比较旺．客房１楼是完全没有阳台的，二楼以上每层也只有８个阳台，订房时还是最好问清楚．客房的颜色很浪漫．宾馆的地理位置是没话好说了，确实不错，靠海每间客房都能看到对岸的鼓浪屿，渡口就在对面，中山路就在边上．本人恰好有天生日，宾馆还是很人心化，送了个小小的生日蛋糕，身在他乡感觉还是有点惊喜！谢谢宾馆的总经理：吴佩英，送来代表宾馆的贺卡和祝福．总得来说服务还是不错的．补充点评2008年8月10日：我会推荐给我的朋友们的．
0,快递是卡着点来的，还有5分钟就半价了，我也是醉了
0,两次了都送错粉，下单是牛腩粉，送餐的单子写的大排粉，实际送的是红烧肉粉，价格也比我点的便宜，什么情况，绝对差评！
1,五星级酒店肯定是各方面都很好的，下次还要预定这里
1,"从乌鲁木齐火车站打的过去11块钱,在解放北路,离乌鲁木齐的二道桥市场也不远,可以去买干果,也可以去一些特色产品:陶瓷,地毯.但是路上得小心维族的檫皮鞋的小青年,被他们檫一次据说要200块钱,所以,那天我看见他们往我鞋子上油后,赶紧快跑,他们也追,我就拦了一辆的士.酒店的各项条件不错,我去的时候,是通过携程预订的,前台告诉我,你其实可以不用通过携程的,我们可以直接给你携程的价格房.所以,感觉携程在价格上没有任何优势.不过200块钱住四星级豪华标间,真的很值的.去机场打的要45块钱."
1,出行比较方便，房间也很安静，住徐家汇就住宛平。
1,"味道不错，,就是慢了点儿"
0,11.30定餐，1.00送到，中有打了4次电话催，生气。。。永不再来。
0,"早餐很差劲,不过一般这种地方的四星也差不多就这样了."
1,"口味适合比较清淡的人,南瓜粥还好,就是没放糖,喜欢甜的需要和卖家说"
0,"简直太慢了,史上最慢啊,两公里的路还要打两次电话问在哪里,醉了"
1,"很满意！送餐速度挺快的（毕竟近,马路正对面），菜量没有堂食多。"
1,"这次还不错,但是房间里面的花太不符合格调了."
0,酒店特别提示[2008/02/29-2008/08/30]酒店对面立交桥改造。携程提供的提示不准确，不是对面立交桥改造，根本就是门口的马路改造，再加上昆明道路好多都禁左，再遇上堵车。。。。。。2008/05/04刚住过，堵死我了。晚上10点从机场走的，开了1个多小时。酒店设施已经老了，要是不修路，到周围转转还行，服务员态度一般，入住的时候都是我自己拿着大包小包，开了房间也没人理，自己上去的。酒店的中餐不好吃，早餐的米线还行，但是品种太少，住了两天，第二天就吃腻了。
1,味道不错，百度骑士的速度很赞～
1,不错，下次会介绍朋友过去。房间挺干净的，服务态度也非常好。
1,房间很干净，所有用具设施都比较新，价格也很合理，是到宝安工作的首选．美中不足，打车很困难，应该是酒店的位置不理想的缘故
1,虽然遭遇台风“凤凰”，夜里没休息好，但极佳的位置，很好的服务总算弥补了一下。酒店旧了点，但时时处处能感受得到有一种底蕴。如有机会再去厦门，想体验一下面对鼓浪屿就餐的感觉......
1,就在崇圣寺后面，酒店环境不错，但硬件设施比较陈旧。地理位置离景点近，但离市区较远，希望酒店能多为客人提供交通上的便利，比如多发班车之类的。
0,小炒肉整成回锅肉~~~~~、
1,房间不错，虽然有点小，但很实用。宽带很快。不过前面的朋友说过的隔音效果差，确实有点。细察发现是门后的墙，采用木板结构。其它的都不错。早餐再普通不过。可以忽略了。
0,上次没拿水，这次没薯条
1,非常赞。棒棒的。赞赞赞
0,"太难吃,点了绿豆沙也没给我。。。坑"
1,包装很好，饼很好吃
1,到的时候饭饭热乎的呢！又快又好，大冷天的真辛苦，感谢！
1,老板不错，焖面没有了，换了贵点的牛肉热干面，也没有另收钱，味道不错
0,全撒了，撒了一身，让快递更换，也不管，要求退了，也不能退，非让我联系客服，投诉投诉。有照片
0,"挺好,肉多"
0,"小两个小时送到,而且真的很难吃"
0,真心没什么优点可说的。
1,坦白说，酒店比我想象中的好。在三星酒店中属于较好的一类。员工的服务意识很强，不象是内地城市。但是，携程的价钱不够有竞争力，在火车站遇到的拉客的导游，可以提供更好的价格（路遇的旅伴尝试了）。
0,"浴陋,有水可洗澡,或水不"
1,酒店刚刚装修好时我就去住过，时隔一年，已经显得有些旧了，可能维护不够。服务人员态度很好，不过硬件是差一点儿。在郑州这种地方不算是便宜了。早餐不够丰富。
1,房间干净、舒适、典雅，地理位置绝佳，携程的价位合理，值得入住。卫生间稍小，块头不要太大的人，应该没有问题，呵呵。
0,点了卤肉饭，结果来的是肥肉，超多饭，很干，不好吃，下次不要再叫了!
0,面类食物还是不要外送的好，面都粘成一块了，根本没法吃了
1,"31号与同事分别入住新冀和温泉岛别墅.房间还是比较大,不过细节方面有点马虎,别墅浴室的里的壁灯都东倒西歪,毛巾架摇摇欲坠,让人看着有点难过.这么漂亮的别墅,有点像绣花枕头了.而且查房速度太慢.结帐等太久.让人生气.新冀离温泉谷比较远,不提供浴袍有点奇怪.温泉区想换条干爽的毛巾是一件困难的事.不理解"
0,太不靠谱、说让带辣椒油结果没带！
0,和之前吃的完全不一样，豆芽和汤多其他的量明显减少了
1,酒店服务满好，房间设施不超过四星，晚上没有骚扰电话。宾馆反馈2008年6月16日：谢谢
0,以前点过几次，还是不错的，这次也不知道是怎么了，饭是半生的，吃不了都→_→
1,粥一般，卷饼不错
1,不错的一家小店噢，以后会经常光顾的，推荐黄焖鸡～
0,米饭给的太少了
0,"中分饼根本吃不饱，何况不好吃……,送餐太慢……"
0,菜少了些，其他的还行吧
0,"设施陈旧,卫生差.感觉:四星的大门,二星的客房,没有服务(住了两晚,没见服务员来打扫)补充点评2007年8月16日：价高质次"
0,10点40的立即送达也能到一点才送到
